Country,Sex,Year,reading,mathematics,science,unemployed_and_not_in_school_15_19,Gini
Latvia,Total,2010,NA,NA,NA,6.4,0.346
Latvia,Total,2011,NA,NA,NA,7.3,0.351
Latvia,Total,2012,NA,NA,NA,7.2,0.346
Latvia,Total,2013,NA,NA,NA,3.2,0.351
Latvia,Total,2014,NA,NA,NA,3.8,0.349
Latvia,Total,2015,NA,NA,NA,3.1,0.346
Latvia,Total,2016,NA,NA,NA,3.5,0.346
Latvia,Total,2017,NA,NA,NA,2.3,0.355
Latvia,Total,2018,NA,NA,NA,2.9,0.351
Latvia,Total,2019,NA,NA,NA,2.7,0.344
Latvia,Total,2020,NA,NA,NA,2.6,0.355
Greece,Total,2005,NA,NA,NA,11.5,0.345
Greece,Total,2008,NA,NA,NA,8.2,0.328
Greece,Total,2009,NA,NA,NA,7.9,0.32999999999999996
Greece,Total,2010,NA,NA,NA,7.5,0.33599999999999997
Greece,Total,2011,NA,NA,NA,8.3,0.33299999999999996
Greece,Total,2012,NA,NA,NA,10.7,0.33799999999999997
Greece,Total,2013,NA,NA,NA,9.3,0.34199999999999997
Greece,Total,2014,NA,NA,NA,10.5,0.33899999999999997
Greece,Total,2015,NA,NA,NA,8.4,0.33999999999999997
Greece,Total,2016,NA,NA,NA,8.1,0.33299999999999996
Greece,Total,2017,NA,NA,NA,8.5,0.319
Greece,Total,2018,NA,NA,NA,8.1,0.306
South Africa,Total,2015,NA,NA,NA,13.8,0.626
South Africa,Total,2017,NA,NA,NA,13.8,0.618
Iceland,Total,2005,NA,NA,NA,2.9,0.273
Iceland,Total,2008,NA,NA,NA,4.8,0.306
Iceland,Total,2009,NA,NA,NA,7.1,0.266
Iceland,Total,2010,NA,NA,NA,5.9,0.24800000000000003
Iceland,Total,2011,NA,NA,NA,7,0.252
Iceland,Total,2012,NA,NA,NA,6.8,0.252
Iceland,Total,2013,NA,NA,NA,5.2,0.24000000000000002
Iceland,Total,2014,NA,NA,NA,5.4,0.24600000000000002
Iceland,Total,2015,NA,NA,NA,3.7,0.257
Iceland,Total,2016,NA,NA,NA,3.5,0.264
Iceland,Total,2017,NA,NA,NA,3.7,0.25
Ireland,Total,2005,NA,NA,NA,4.5,0.324
Ireland,Total,2008,NA,NA,NA,8.5,0.29500000000000004
Ireland,Total,2009,NA,NA,NA,11,0.312
Ireland,Total,2010,NA,NA,NA,10.1,0.29800000000000004
Ireland,Total,2011,NA,NA,NA,9.4,0.307
Ireland,Total,2012,NA,NA,NA,9.6,0.31
Ireland,Total,2013,NA,NA,NA,10.6,0.312
Ireland,Total,2014,NA,NA,NA,9.1,0.29800000000000004
Ireland,Total,2015,NA,NA,NA,8,0.29800000000000004
Ireland,Total,2016,NA,NA,NA,9.8,0.309
Ireland,Total,2017,NA,NA,NA,8.4,0.29500000000000004
Ireland,Total,2018,NA,NA,NA,6,0.29200000000000004
Ireland,Total,2019,NA,NA,NA,6.4,0.29300000000000004
Ireland,Total,2020,NA,NA,NA,6.2,0.28200000000000003
Canada,Total,1990,NA,NA,NA,NA,0.28900000000000003
Canada,Total,1995,NA,NA,NA,NA,0.29300000000000004
Canada,Total,2000,NA,NA,NA,8.2,0.315
Canada,Total,2005,NA,NA,NA,6.9,0.315
Canada,Total,2008,NA,NA,NA,7.3,0.315
Canada,Total,2009,NA,NA,NA,8,0.316
Canada,Total,2010,NA,NA,NA,8.2,0.316
Canada,Total,2011,NA,NA,NA,7.6,0.313
Canada,Total,2012,NA,NA,NA,7.2,0.317
Portugal,Total,2005,NA,NA,NA,8.4,0.378
Portugal,Total,2008,NA,NA,NA,7.1,0.354
Portugal,Total,2009,NA,NA,NA,6.9,0.33599999999999997
Portugal,Total,2010,NA,NA,NA,7.4,0.34099999999999997
Portugal,Total,2011,NA,NA,NA,8,0.33699999999999997
Portugal,Total,2012,NA,NA,NA,7.9,0.33699999999999997
Portugal,Total,2013,NA,NA,NA,6.9,0.34099999999999997
Portugal,Total,2014,NA,NA,NA,6.1,0.33799999999999997
Italy,Total,2005,NA,NA,NA,11.2,0.324
Italy,Total,2009,NA,NA,NA,11.2,0.315
Italy,Total,2011,NA,NA,NA,11.4,0.327
Italy,Total,2013,NA,NA,NA,11,0.325
Lithuania,Total,2005,NA,NA,NA,2.4,0.352
Lithuania,Total,2008,NA,NA,NA,NA,0.357
Lithuania,Total,2009,NA,NA,NA,NA,0.365
Lithuania,Total,2010,NA,NA,NA,4,0.329
Lithuania,Total,2011,NA,NA,NA,NA,0.321
Lithuania,Total,2012,NA,NA,NA,NA,0.35
Lithuania,Total,2013,NA,NA,NA,NA,0.351
Lithuania,Total,2014,NA,NA,NA,2.7,0.38
Lithuania,Total,2015,NA,NA,NA,3.9,0.372
Lithuania,Total,2016,NA,NA,NA,2.1,0.378
Lithuania,Total,2017,NA,NA,NA,2.3,0.374
Lithuania,Total,2018,NA,NA,NA,2.6,0.361
Germany,Total,2008,NA,NA,NA,3.7,0.28500000000000003
Germany,Total,2009,NA,NA,NA,3.8,0.28800000000000003
Germany,Total,2010,NA,NA,NA,3.7,0.28600000000000003
Germany,Total,2011,NA,NA,NA,3.5,0.29100000000000004
Germany,Total,2012,NA,NA,NA,3,0.28900000000000003
Germany,Total,2013,NA,NA,NA,2.8,0.29200000000000004
Germany,Total,2014,NA,NA,NA,2.9,0.28900000000000003
Germany,Total,2015,NA,NA,NA,2.5,0.29300000000000004
Germany,Total,2016,NA,NA,NA,3.4,0.29400000000000004
Germany,Total,2017,NA,NA,NA,3.6,0.28900000000000003
Germany,Total,2018,NA,NA,NA,3.4,0.28900000000000003
Germany,Total,2019,NA,NA,NA,2.8,0.29600000000000004
Netherlands,Total,2005,NA,NA,NA,3.1,0.28400000000000003
Netherlands,Total,2008,NA,NA,NA,2.1,0.28600000000000003
Netherlands,Total,2009,NA,NA,NA,3.6,0.28300000000000003
Netherlands,Total,2010,NA,NA,NA,3.1,0.28300000000000003
Netherlands,Total,2011,NA,NA,NA,3.4,0.29400000000000004
Netherlands,Total,2012,NA,NA,NA,2.4,0.29300000000000004
Netherlands,Total,2013,NA,NA,NA,4.1,0.28700000000000003
Netherlands,Total,2014,NA,NA,NA,3.6,0.305
United Kingdom,Total,1990,NA,NA,NA,NA,0.355
United Kingdom,Total,2000,NA,NA,NA,8,0.352
United Kingdom,Total,2005,NA,NA,NA,9.3,0.359
United Kingdom,Total,2008,NA,NA,NA,9.8,0.369
United Kingdom,Total,2009,NA,NA,NA,9.6,0.374
United Kingdom,Total,2010,NA,NA,NA,10,0.351
United Kingdom,Total,2011,NA,NA,NA,9.5,0.354
United Kingdom,Total,2012,NA,NA,NA,9.6,0.351
United Kingdom,Total,2013,NA,NA,NA,9.1,0.358
United Kingdom,Total,2014,NA,NA,NA,8.4,0.356
United Kingdom,Total,2015,NA,NA,NA,8.7,0.36
United Kingdom,Total,2016,NA,NA,NA,8.4,0.351
United Kingdom,Total,2017,NA,NA,NA,8.8,0.357
United Kingdom,Total,2018,NA,NA,NA,8.9,0.366
United Kingdom,Total,2019,NA,NA,NA,8.6,0.366
United Kingdom,Total,2020,NA,NA,NA,9.2,0.355
Hungary,Total,2005,NA,NA,NA,6.4,0.29100000000000004
Hungary,Total,2010,NA,NA,NA,4.6,0.266
Hungary,Total,2011,NA,NA,NA,4.8,0.269
Hungary,Total,2012,NA,NA,NA,4.8,0.279
Hungary,Total,2013,NA,NA,NA,6,0.28600000000000003
Hungary,Total,2014,NA,NA,NA,6.8,0.281
Hungary,Total,2015,NA,NA,NA,6.1,0.28400000000000003
Hungary,Total,2016,NA,NA,NA,5.1,0.28
Hungary,Total,2017,NA,NA,NA,5.4,0.28900000000000003
Hungary,Total,2018,NA,NA,NA,6.8,0.28
Hungary,Total,2019,NA,NA,NA,6,0.28600000000000003
Hungary,Total,2020,NA,NA,NA,6.7,0.28
India,Total,2011,NA,NA,NA,NA,0.495
Türkiye,Total,2009,NA,NA,NA,28.7,0.41100000000000003
Türkiye,Total,2010,NA,NA,NA,25.6,0.41700000000000004
Türkiye,Total,2011,NA,NA,NA,24.8,0.403
Türkiye,Total,2012,NA,NA,NA,NA,0.399
Türkiye,Total,2013,NA,NA,NA,22.2,0.39
Türkiye,Total,2014,NA,NA,NA,21,0.398
Türkiye,Total,2015,NA,NA,NA,18.7,0.404
Türkiye,Total,2017,NA,NA,NA,15.5,0.40900000000000003
Türkiye,Total,2018,NA,NA,NA,15.3,0.397
Türkiye,Total,2019,NA,NA,NA,17,0.41500000000000004
Portugal,Total,2015,NA,NA,NA,5.5,0.33599999999999997
Portugal,Total,2016,NA,NA,NA,4.8,0.33099999999999996
Portugal,Total,2017,NA,NA,NA,4.3,0.32
Portugal,Total,2018,NA,NA,NA,4,0.317
Portugal,Total,2019,NA,NA,NA,3.9,0.31
Portugal,Total,2020,NA,NA,NA,3.4,0.327
Chile,Total,2009,NA,NA,NA,17,0.48000000000000004
Chile,Total,2011,NA,NA,NA,16.1,0.47100000000000003
Chile,Total,2013,NA,NA,NA,12.7,0.465
Chile,Total,2015,NA,NA,NA,11.4,0.454
Chile,Total,2017,NA,NA,NA,11.7,0.46
Poland,Total,2005,NA,NA,NA,1.7,0.327
Poland,Total,2008,NA,NA,NA,2.4,0.307
Poland,Total,2009,NA,NA,NA,3.6,0.303
Poland,Total,2010,NA,NA,NA,3.6,0.304
Poland,Total,2011,NA,NA,NA,3.9,0.301
Poland,Total,2012,NA,NA,NA,3.9,0.29800000000000004
Poland,Total,2013,NA,NA,NA,3.5,0.29900000000000004
Poland,Total,2014,NA,NA,NA,4,0.29700000000000004
Poland,Total,2015,NA,NA,NA,5.2,0.29100000000000004
Poland,Total,2016,NA,NA,NA,5.6,0.28500000000000003
Poland,Total,2017,NA,NA,NA,2.9,0.275
Poland,Total,2018,NA,NA,NA,3.5,0.281
Poland,Total,2019,NA,NA,NA,3.1,0.268
Poland,Total,2020,NA,NA,NA,2.8,0.265
Korea,Total,2008,NA,NA,NA,NA,0.314
Korea,Total,2009,NA,NA,NA,NA,0.314
Korea,Total,2010,NA,NA,NA,NA,0.31
Korea,Total,2011,NA,NA,NA,NA,0.388
Korea,Total,2012,NA,NA,NA,NA,0.385
Korea,Total,2013,NA,NA,NA,NA,0.372
Korea,Total,2014,NA,NA,NA,NA,0.363
Korea,Total,2015,NA,NA,NA,NA,0.352
Korea,Total,2016,NA,NA,NA,NA,0.355
Korea,Total,2017,NA,NA,NA,NA,0.354
Korea,Total,2018,NA,NA,NA,NA,0.345
Korea,Total,2019,NA,NA,NA,NA,0.33899999999999997
Korea,Total,2020,NA,NA,NA,NA,0.33099999999999996
Hungary,Total,2000,NA,NA,NA,8.6,0.29300000000000004
Hungary,Total,2008,NA,NA,NA,5.7,0.24600000000000002
Hungary,Total,2009,NA,NA,NA,5.6,0.24100000000000002
Mexico,Total,2005,NA,NA,NA,17.3,0.48600000000000004
Mexico,Total,2008,NA,NA,NA,17.4,0.47500000000000003
Mexico,Total,2010,NA,NA,NA,17.6,0.466
Mexico,Total,2012,NA,NA,NA,17,0.457
Mexico,Total,2014,NA,NA,NA,15.3,0.459
Mexico,Total,2016,NA,NA,NA,14.3,0.459
Mexico,Total,2018,NA,NA,NA,13.7,0.41800000000000004
Czech Republic,Total,2005,NA,NA,NA,5.3,0.261
Czech Republic,Total,2008,NA,NA,NA,2.7,0.259
Czech Republic,Total,2009,NA,NA,NA,3.5,0.257
Czech Republic,Total,2010,NA,NA,NA,3.8,0.26
Czech Republic,Total,2011,NA,NA,NA,3.7,0.257
Czech Republic,Total,2012,NA,NA,NA,4,0.254
Czech Republic,Total,2013,NA,NA,NA,3.2,0.259
Czech Republic,Total,2014,NA,NA,NA,3.2,0.257
Czech Republic,Total,2015,NA,NA,NA,3,0.258
Czech Republic,Total,2016,NA,NA,NA,2.1,0.253
Czech Republic,Total,2017,NA,NA,NA,2,0.24900000000000003
Czech Republic,Total,2018,NA,NA,NA,2.4,0.24900000000000003
Czech Republic,Total,2019,NA,NA,NA,1.8,0.24800000000000003
France,Total,2005,NA,NA,NA,6.3,0.28800000000000003
France,Total,2008,NA,NA,NA,5.8,0.29300000000000004
France,Total,2009,NA,NA,NA,6.8,0.29300000000000004
France,Total,2010,NA,NA,NA,7.9,0.303
France,Total,2011,NA,NA,NA,7.1,0.309
France,Total,2012,NA,NA,NA,6.9,0.305
France,Total,2013,NA,NA,NA,7.8,0.29100000000000004
France,Total,2014,NA,NA,NA,7.9,0.29300000000000004
France,Total,2015,NA,NA,NA,7.4,0.29500000000000004
France,Total,2016,NA,NA,NA,7.3,0.29100000000000004
France,Total,2017,NA,NA,NA,7.2,0.29200000000000004
France,Total,2018,NA,NA,NA,6.8,0.301
France,Total,2019,NA,NA,NA,6.5,0.29200000000000004
Japan,Total,2009,NA,NA,NA,4.9,0.33599999999999997
Japan,Total,2012,NA,NA,NA,3.8,0.32999999999999996
Japan,Total,2015,NA,NA,NA,NA,0.33899999999999997
Japan,Total,2018,NA,NA,NA,NA,0.33399999999999996
United States,Total,2005,NA,NA,NA,7.9,0.38
United States,Total,2008,NA,NA,NA,8,0.378
United States,Total,2009,NA,NA,NA,8.5,0.379
United States,Total,2010,NA,NA,NA,9.4,0.38
United States,Total,2011,NA,NA,NA,8.2,0.389
United States,Total,2012,NA,NA,NA,8,0.389
United States,Total,2013,NA,NA,NA,8.8,0.396
United States,Total,2014,NA,NA,NA,8.6,0.394
Netherlands,Total,2000,NA,NA,NA,NA,0.29200000000000004
Netherlands,Total,2015,NA,NA,NA,3.6,0.305
Netherlands,Total,2016,NA,NA,NA,3.7,0.29200000000000004
Netherlands,Total,2017,NA,NA,NA,3.5,0.29800000000000004
Netherlands,Total,2018,NA,NA,NA,3.3,0.29500000000000004
Croatia,Total,2010,NA,NA,NA,NA,0.307
Croatia,Total,2011,NA,NA,NA,NA,0.304
Croatia,Total,2012,NA,NA,NA,NA,0.303
Croatia,Total,2013,NA,NA,NA,NA,0.29600000000000004
Croatia,Total,2014,NA,NA,NA,NA,0.29900000000000004
Croatia,Total,2015,NA,NA,NA,NA,0.29400000000000004
Croatia,Total,2016,NA,NA,NA,NA,0.29800000000000004
Croatia,Total,2017,NA,NA,NA,NA,0.29700000000000004
Croatia,Total,2018,NA,NA,NA,NA,0.29300000000000004
Croatia,Total,2019,NA,NA,NA,NA,0.28400000000000003
Croatia,Total,2020,NA,NA,NA,NA,0.29100000000000004
Latvia,Total,2021,NA,NA,NA,NA,0.34299999999999997
Japan,Total,1995,NA,NA,NA,NA,0.323
Japan,Total,2000,NA,NA,NA,NA,0.33699999999999997
Mexico,Total,2000,NA,NA,NA,18.3,0.507
Mexico,Total,2020,NA,NA,NA,14.7,0.42000000000000004
Germany,Total,2000,NA,NA,NA,5.7,0.264
Germany,Total,2005,NA,NA,NA,4.4,0.29700000000000004
Australia,Total,1995,NA,NA,NA,NA,0.309
Australia,Total,2000,NA,NA,NA,6.8,0.317
Australia,Total,2008,NA,NA,NA,6.3,0.33599999999999997
Australia,Total,2010,NA,NA,NA,8.1,0.33399999999999996
Australia,Total,2012,NA,NA,NA,7.2,0.326
Australia,Total,2014,NA,NA,NA,7.2,0.33699999999999997
Australia,Total,2016,NA,NA,NA,5.5,0.32999999999999996
Australia,Total,2018,NA,NA,NA,5.3,0.325
Australia,Total,2020,NA,NA,NA,7.4,0.318
Italy,Total,2015,NA,NA,NA,11.4,0.33299999999999996
Italy,Total,2017,NA,NA,NA,10.2,0.33399999999999996
Switzerland,Total,2008,NA,NA,NA,9.4,0.306
Switzerland,Total,2009,NA,NA,NA,8.1,0.29700000000000004
Switzerland,Total,2010,NA,NA,NA,NA,0.29800000000000004
Switzerland,Total,2011,NA,NA,NA,NA,0.28900000000000003
Switzerland,Total,2012,NA,NA,NA,NA,0.28500000000000003
Switzerland,Total,2013,NA,NA,NA,NA,0.29500000000000004
Switzerland,Total,2014,NA,NA,NA,NA,0.29700000000000004
Switzerland,Total,2015,NA,NA,NA,NA,0.29600000000000004
Switzerland,Total,2016,NA,NA,NA,NA,0.302
Switzerland,Total,2017,NA,NA,NA,4.7,0.29900000000000004
Switzerland,Total,2018,NA,NA,NA,4.1,0.311
Lithuania,Total,2019,NA,NA,NA,3,0.357
Lithuania,Total,2020,NA,NA,NA,2.3,0.357
Slovenia,Total,2005,NA,NA,NA,4.9,0.24000000000000002
Slovenia,Total,2008,NA,NA,NA,4.4,0.234
Slovenia,Total,2009,NA,NA,NA,2.5,0.24500000000000002
Slovenia,Total,2010,NA,NA,NA,3.2,0.24500000000000002
Slovenia,Total,2011,NA,NA,NA,3.4,0.24300000000000002
Slovenia,Total,2012,NA,NA,NA,3.8,0.24900000000000003
Slovenia,Total,2013,NA,NA,NA,3.5,0.254
Slovenia,Total,2014,NA,NA,NA,4.6,0.251
Slovenia,Total,2015,NA,NA,NA,5,0.25
Slovenia,Total,2016,NA,NA,NA,2.9,0.24400000000000002
Slovenia,Total,2017,NA,NA,NA,3.4,0.24300000000000002
Slovenia,Total,2018,NA,NA,NA,1.9,0.24900000000000003
Slovenia,Total,2019,NA,NA,NA,3.8,0.24600000000000002
Slovenia,Total,2020,NA,NA,NA,3.3,0.23800000000000002
Germany,Total,1990,NA,NA,NA,NA,0.256
Germany,Total,1995,NA,NA,NA,NA,0.266
Israel,Total,1990,NA,NA,NA,NA,0.329
Israel,Total,1995,NA,NA,NA,NA,0.33799999999999997
Israel,Total,2000,NA,NA,NA,NA,0.347
Israel,Total,2005,NA,NA,NA,26.4,0.378
Israel,Total,2008,NA,NA,NA,22.2,0.371
Israel,Total,2009,NA,NA,NA,24.7,0.373
Israel,Total,2010,NA,NA,NA,23.6,0.376
Israel,Total,2011,NA,NA,NA,24.2,0.371
Israel,Total,2012,NA,NA,NA,10.7,0.371
Israel,Total,2013,NA,NA,NA,9.1,0.36
Israel,Total,2014,NA,NA,NA,7.8,0.365
Norway,Total,2000,NA,NA,NA,1.7,0.261
Norway,Total,2008,NA,NA,NA,4,0.25
Norway,Total,2009,NA,NA,NA,4.2,0.24500000000000002
Norway,Total,2010,NA,NA,NA,3.5,0.24900000000000003
Norway,Total,2011,NA,NA,NA,3.2,0.25
Norway,Total,2012,NA,NA,NA,3,0.253
Norway,Total,2013,NA,NA,NA,3.6,0.252
Norway,Total,2014,NA,NA,NA,3.5,0.257
Norway,Total,2015,NA,NA,NA,2.8,0.272
Norway,Total,2016,NA,NA,NA,3.4,0.262
Norway,Total,2017,NA,NA,NA,3,0.262
Norway,Total,2018,NA,NA,NA,2.5,0.262
Norway,Total,2019,NA,NA,NA,3.5,0.261
Norway,Total,2020,NA,NA,NA,3,0.263
Denmark,Total,1990,NA,NA,NA,NA,0.226
Denmark,Total,1995,NA,NA,NA,NA,0.21500000000000002
Denmark,Total,2000,NA,NA,NA,2.7,0.227
Denmark,Total,2005,NA,NA,NA,4.3,0.232
Denmark,Total,2008,NA,NA,NA,4,0.24200000000000002
Denmark,Total,2009,NA,NA,NA,4.2,0.23800000000000002
Denmark,Total,2010,NA,NA,NA,6.5,0.252
Denmark,Total,2011,NA,NA,NA,6.1,0.251
Denmark,Total,2012,NA,NA,NA,6.3,0.24900000000000003
Denmark,Total,2013,NA,NA,NA,6.3,0.254
Denmark,Total,2014,NA,NA,NA,4.5,0.256
Denmark,Total,2015,NA,NA,NA,4.4,0.263
Denmark,Total,2016,NA,NA,NA,3,0.261
Denmark,Total,2017,NA,NA,NA,4.6,0.264
Denmark,Total,2018,NA,NA,NA,4,0.263
Denmark,Total,2019,NA,NA,NA,4.4,0.268
Canada,Total,2013,NA,NA,NA,6.8,0.319
Canada,Total,2014,NA,NA,NA,7,0.312
Canada,Total,2015,NA,NA,NA,6.8,0.318
Canada,Total,2016,NA,NA,NA,6.2,0.307
Canada,Total,2017,NA,NA,NA,5.8,0.31
Canada,Total,2018,NA,NA,NA,5.9,0.304
Canada,Total,2019,NA,NA,NA,5.8,0.3
Canada,Total,2020,NA,NA,NA,9.1,0.28
Estonia,Total,2005,NA,NA,NA,5.2,0.33499999999999996
Estonia,Total,2008,NA,NA,NA,4.9,0.313
Estonia,Total,2009,NA,NA,NA,8,0.309
Estonia,Total,2010,NA,NA,NA,6.1,0.317
Estonia,Total,2011,NA,NA,NA,6.4,0.323
Estonia,Total,2012,NA,NA,NA,6.8,0.326
Estonia,Total,2013,NA,NA,NA,4.6,0.356
Estonia,Total,2014,NA,NA,NA,7,0.346
Estonia,Total,2015,NA,NA,NA,5.5,0.32999999999999996
Estonia,Total,2016,NA,NA,NA,4.2,0.314
Estonia,Total,2017,NA,NA,NA,5.8,0.309
Estonia,Total,2018,NA,NA,NA,9,0.305
Estonia,Total,2019,NA,NA,NA,3.4,0.305
Estonia,Total,2020,NA,NA,NA,4,0.305
Greece,Total,2019,NA,NA,NA,6.7,0.312
Greece,Total,2020,NA,NA,NA,7.7,0.32
Romania,Total,2008,NA,NA,NA,NA,0.349
Romania,Total,2009,NA,NA,NA,NA,0.33299999999999996
Romania,Total,2010,NA,NA,NA,NA,0.33899999999999997
Romania,Total,2011,NA,NA,NA,NA,0.33899999999999997
Romania,Total,2012,NA,NA,NA,NA,0.344
Romania,Total,2013,NA,NA,NA,NA,0.347
Romania,Total,2014,NA,NA,NA,NA,0.371
Romania,Total,2015,NA,NA,NA,NA,0.346
Romania,Total,2016,NA,NA,NA,NA,0.33199999999999996
Romania,Total,2017,NA,NA,NA,NA,0.351
Romania,Total,2018,NA,NA,NA,NA,0.35
Romania,Total,2019,NA,NA,NA,NA,0.33899999999999997
Romania,Total,2020,NA,NA,NA,NA,0.34199999999999997
Slovak Republic,Total,2005,NA,NA,NA,6.3,0.28900000000000003
Slovak Republic,Total,2008,NA,NA,NA,5.7,0.257
Slovak Republic,Total,2009,NA,NA,NA,4.5,0.267
Slovak Republic,Total,2010,NA,NA,NA,4.6,0.265
Slovak Republic,Total,2011,NA,NA,NA,5.3,0.262
Slovak Republic,Total,2012,NA,NA,NA,5.6,0.251
Slovak Republic,Total,2013,NA,NA,NA,5.4,0.27
Slovak Republic,Total,2014,NA,NA,NA,5.7,0.24700000000000003
Slovak Republic,Total,2015,NA,NA,NA,6.3,0.25
Slovak Republic,Total,2016,NA,NA,NA,6.1,0.24100000000000002
Slovak Republic,Total,2017,NA,NA,NA,6.6,0.22
Slovak Republic,Total,2018,NA,NA,NA,6.7,0.23600000000000002
Slovak Republic,Total,2019,NA,NA,NA,5.5,0.222
Switzerland,Total,2019,NA,NA,NA,4.3,0.316
Belgium,Total,2005,NA,NA,NA,6.2,0.277
Belgium,Total,2008,NA,NA,NA,5.5,0.262
Belgium,Total,2009,NA,NA,NA,5.7,0.269
Belgium,Total,2010,NA,NA,NA,5.9,0.264
Belgium,Total,2011,NA,NA,NA,6.1,0.266
Belgium,Total,2012,NA,NA,NA,8.3,0.262
Belgium,Total,2013,NA,NA,NA,6.7,0.261
Belgium,Total,2018,NA,NA,NA,3.9,0.258
Belgium,Total,2019,NA,NA,NA,4.8,0.262
Belgium,Total,2020,NA,NA,NA,4.2,0.24800000000000003
